Team1,Seed1,Score1,Team2,Seed2,Score2
Louisville,1,79,North Carolina A&T,16,48
Colorado State,8,84,Missouri,9,72
Oregon,12,68,Oklahoma State,5,55
Saint Louis,4,64,New Mexico State,13,44
Memphis,6,54,Saint Mary's,11,52
Michigan State,3,65,Valparaiso,14,54
Creighton,7,67,Cincinnati,10,63
Duke,2,73,Albany (NY),15,61
