Team1,Seed1,Score1,Team2,Seed2,Score2
Kansas,1,90,Michigan State,9,70
Purdue,4,80,Iowa State,5,76
Oregon,3,75,Rhode Island,11,72
Michigan,7,73,Louisville,2,69
