Team1,Seed1,Score1,Team2,Seed2,Score2
Kentucky,1,74,Utah,9,54
Wisconsin,5,61,Tulsa,13,60
Marquette,3,101,Missouri,6,92
Pitt,2,74,Indiana,7,52
