Team1,Seed1,Score1,Team2,Seed2,Score2
Kansas,1,79,Creighton,9,72
Providence,4,79,Richmond,12,51
Iowa State,11,54,Wisconsin,3,49
Miami (FL),10,79,Auburn,2,61
