Team1,Seed1,Score1,Team2,Seed2,Score2
UNC,8,93,Baylor,1,86
UCLA,4,72,Saint Mary's,5,56
Purdue,3,81,Texas,6,71
St. Peter's,15,70,Murray State,7,60
