Team1,Seed1,Score1,Team2,Seed2,Score2
Kentucky,1,100,ETSU,16,71
Wake Forest,9,81,Texas,8,80
Cornell,12,78,Temple,5,65
Wisconsin,4,53,Wofford,13,49
Washington,11,80,Marquette,6,78
New Mexico,3,62,Montana,14,57
Missouri,10,86,Clemson,7,78
West Virginia,2,77,Morgan State,15,50
