Team1,Seed1,Score1,Team2,Seed2,Score2
UCLA,8,105,Cincinnati,1,101
Missouri,12,83,Ohio State,4,67
Arizona,3,68,Wyoming,11,60
Oklahoma,2,78,Xavier,7,65
