Team1,Seed1,Score1,Team2,Seed2,Score2
Kansas,1,64,Western Kentucky,16,57
UNC,8,78,Villanova,9,71
VCU,5,88,Akron,12,42
Michigan,4,71,South Dakota State,13,56
Minnesota,11,83,UCLA,6,63
Florida,3,79,Northwestern State,14,47
San Diego State,7,70,Oklahoma,10,55
Florida Gulf Coast,15,78,Georgetown,2,68
