Team1,Seed1,Score1,Team2,Seed2,Score2
Oklahoma,1,74,California,8,65
Butler,12,79,Louisville,4,71
Syracuse,3,68,Oklahoma State,6,56
Auburn,10,68,Wake Forest,2,62
