Team1,Seed1,Score1,Team2,Seed2,Score2
Indiana,1,83,James Madison,16,62
Temple,9,76,NC State,8,72
California,12,64,UNLV,5,61
Syracuse,4,81,Montana,13,34
Butler,6,68,Bucknell,11,56
Marquette,3,59,Davidson,14,58
Illinois,7,57,Colorado,10,49
Miami (FL),2,78,Pacific,15,49
