Team1,Seed1,Score1,Team2,Seed2,Score2
Villanova,1,93,Lafayette,16,52
NC State,8,66,LSU,9,65
Northern Iowa,5,71,Wyoming,12,54
Louisville,4,57,UC-Irvine,13,55
Dayton,11,66,Providence,6,53
Oklahoma,3,69,Albany (NY),14,60
Michigan State,7,70,Georgia,10,63
Virginia,2,79,Belmont,15,67
