Team1,Seed1,Score1,Team2,Seed2,Score2
Florida Atlantic,9,78,FDU,16,70
Tennessee,4,65,Duke,5,52
Kansas State,3,75,Kentucky,6,69
Michigan State,7,69,Marquette,2,60
