Team1,Seed1,Score1,Team2,Seed2,Score2
Kentucky,1,64,Cincinnati,8,51
West Virginia,5,69,Maryland,4,59
Notre Dame,3,67,Butler,6,64
Wichita State,7,78,Kansas,2,65
