Team1,Seed1,Score1,Team2,Seed2,Score2
Kentucky,1,79,Hampton,16,56
Cincinnati,8,66,Purdue,9,65
West Virginia,5,68,Buffalo,12,62
Maryland,4,65,Valparaiso,13,62
Butler,6,56,Texas,11,48
Notre Dame,3,69,Northeastern,14,65
Wichita State,7,81,Indiana,10,76
Kansas,2,75,New Mexico State,15,56
