Team1,Seed1,Score1,Team2,Seed2,Score2
UNC,1,85,Providence,9,66
Indiana,5,73,Kentucky,4,67
Notre Dame,6,76,Stephen F. Austin,14,75
Wisconsin,7,66,Xavier,2,63
