Team1,Seed1,Score1,Team2,Seed2,Score2
Arizona,1,84,Gonzaga,8,61
San Diego State,4,63,North Dakota State,12,44
Baylor,6,85,Creighton,3,55
Wisconsin,2,85,Oregon,7,77
