Team1,Seed1,Score1,Team2,Seed2,Score2
Syracuse,1,72,UNC Asheville,16,65
Kansas State,8,70,Southern Miss,9,64
Vanderbilt,5,79,Harvard,12,70
Wisconsin,4,73,Montana,13,49
Cincinnati,6,65,Texas,11,59
Florida State,3,66,St. Bonaventure,14,63
Gonzaga,7,77,West Virginia,10,54
Ohio State,2,78,Loyola (MD),15,59
