Team1,Seed1,Score1,Team2,Seed2,Score2
UNC,1,84,LSU,8,70
Gonzaga,4,83,Western Kentucky,12,81
Syracuse,3,78,Arizona State,6,67
Oklahoma,2,73,Michigan,10,63
