Team1,Seed1,Score1,Team2,Seed2,Score2
Kansas,1,70,Holy Cross,16,59
Stanford,8,84,Western Kentucky,9,68
Creighton,12,83,Florida,5,82
Illinois,4,93,San Diego State,13,64
Texas,6,70,Boston College,11,57
Mississippi State,3,70,McNeese State,14,58
Wake Forest,7,83,Pepperdine,10,74
Oregon,2,81,Montana,15,62
