Team1,Seed1,Score1,Team2,Seed2,Score2
Memphis,1,87,UT Arlington,16,63
Mississippi State,8,76,Oregon,9,69
Michigan State,5,72,Temple,12,61
Pitt,4,82,Oral Roberts,13,63
Marquette,6,74,Kentucky,11,66
Stanford,3,77,Cornell,14,53
Miami (FL),7,78,Saint Mary's,10,64
Texas,2,74,Austin Peay,15,54
